tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
2973,Medical Supplies & Pharmaceuticals,7530747,2020-12-31,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of He
2974,ICT Equipment & Software,9328325,2023-05-22,Supply and delivery of ict equipment & software items,Ministry of Just
2975,Motor Vehicles & Spare Parts,7027416,2025-12-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Agency
2976,ICT Equipment & Software,39439633,2024-07-04,Supply and delivery of ict equipment & software items,Ministry of Federal
2977,Motor Vehicles & Spare Parts,7460401,2023-05-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Military
2978,ICT Equipment & Software,35374739,2025-12-08,Supply and delivery of ict equipment & software items,Ministry of How
2979,Construction & Civil Works,234057111,2025-07-11,Supply and delivery of construction & civil works items,Ministry of Catch
2980,ICT Equipment & Software,21952647,2022-04-09,Supply and delivery of ict equipment & software items,Ministry of To
2981,Medical Supplies & Pharmaceuticals,7154378,2020-09-27,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Individual
2982,ICT Equipment & Software,39808102,2021-04-23,Supply and delivery of ict equipment & software items,Ministry of Bring
2983,Cleaning & Sanitary Services,9402825,2023-06-04,Supply and delivery of cleaning & sanitary services items,Ministry of Could
2984,Consultancy Services,4926176,2025-03-09,Supply and delivery of consultancy services items,Ministry of Speak
2985,ICT Equipment & Software,19199008,2024-08-30,Supply and delivery of ict equipment & software items,Ministry of Simple
2986,Office Stationery & Supplies,5854068,2025-11-14,Supply and delivery of office stationery & supplies items,Ministry of Oil
2987,Medical Supplies & Pharmaceuticals,4689716,2022-06-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Society
2988,Medical Supplies & Pharmaceuticals,9783733,2021-04-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Wear
2989,Medical Supplies & Pharmaceuticals,6163389,2023-08-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Front
2990,Cleaning & Sanitary Services,8161792,2024-08-15,Supply and delivery of cleaning & sanitary services items,Ministry of Professor
2991,Cleaning & Sanitary Services,9622467,2020-08-19,Supply and delivery of cleaning & sanitary services items,Ministry of Usually
2992,Consultancy Services,3335863,2024-02-13,Supply and delivery of consultancy services items,Ministry of Property
2993,Medical Supplies & Pharmaceuticals,4483030,2024-07-27,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Friend
2994,Consultancy Services,8702831,2023-01-05,Supply and delivery of consultancy services items,Ministry of No
2995,Consultancy Services,2712761,2022-05-09,Supply and delivery of consultancy services items,Ministry of Town
2996,ICT Equipment & Software,47866565,2022-06-04,Supply and delivery of ict equipment & software items,Ministry of Something
2997,Cleaning & Sanitary Services,3375072,2022-10-13,Supply and delivery of cleaning & sanitary services items,Ministry of That
2998,Construction & Civil Works,15074698,2025-07-18,Supply and delivery of construction & civil works items,Ministry of Close
2999,Office Stationery & Supplies,8776514,2025-07-17,Supply and delivery of office stationery & supplies items,Ministry of Cost
3000,Office Stationery & Supplies,6032572,2022-05-26,Supply and delivery of office stationery & supplies items,Ministry of About
3001,Consultancy Services,9673200,2023-03-13,Supply and delivery of consultancy services items,Ministry of Good
3002,ICT Equipment & Software,44554069,2024-07-29,Supply and delivery of ict equipment & software items,Ministry of Reality
3003,Motor Vehicles & Spare Parts,2326217,2021-01-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Whatever
3004,Medical Supplies & Pharmaceuticals,8850364,2020-08-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Partner
3005,Office Stationery & Supplies,3360802,2023-12-01,Supply and delivery of office stationery & supplies items,Ministry of Kid
3006,Medical Supplies & Pharmaceuticals,9005865,2022-06-17,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Provide
3007,Office Stationery & Supplies,9789065,2020-03-04,Supply and delivery of office stationery & supplies items,Ministry of Door
3008,Cleaning & Sanitary Services,5249387,2020-10-30,Supply and delivery of cleaning & sanitary services items,Ministry of President
3009,Motor Vehicles & Spare Parts,9969865,2023-01-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Be
3010,Cleaning & Sanitary Services,7927881,2023-08-06,Supply and delivery of cleaning & sanitary services items,Ministry of Sign
3011,ICT Equipment & Software,24596114,2022-06-14,Supply and delivery of ict equipment & software items,Ministry of Agency
3012,Construction & Civil Works,458247031,2021-12-13,Supply and delivery of construction & civil works items,Ministry of Enjoy
3013,Consultancy Services,1237273,2020-12-30,Supply and delivery of consultancy services items,Ministry of Process
3014,ICT Equipment & Software,33348720,2022-10-30,Supply and delivery of ict equipment & software items,Ministry of Benefit
3015,Cleaning & Sanitary Services,6207511,2025-09-16,Supply and delivery of cleaning & sanitary services items,Ministry of Agency
3016,Motor Vehicles & Spare Parts,133734,2024-06-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Use
3017,Medical Supplies & Pharmaceuticals,2871034,2024-09-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Improve
3018,Construction & Civil Works,139888981,2023-04-24,Supply and delivery of construction & civil works items,Ministry of Treat
3019,ICT Equipment & Software,32760205,2021-02-26,Supply and delivery of ict equipment & software items,Ministry of White
3020,Construction & Civil Works,213238208,2020-12-19,Supply and delivery of construction & civil works items,Ministry of Home
3021,Construction & Civil Works,78724243,2024-05-03,Supply and delivery of construction & civil works items,Ministry of Education
3022,Consultancy Services,5726211,2021-01-18,Supply and delivery of consultancy services items,Ministry of Write
3023,Medical Supplies & Pharmaceuticals,4093767,2024-04-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Decision
3024,Consultancy Services,3925091,2021-12-08,Supply and delivery of consultancy services items,Ministry of Finally
3025,Construction & Civil Works,464898984,2020-05-22,Supply and delivery of construction & civil works items,Ministry of Allow
3026,Cleaning & Sanitary Services,6736393,2021-03-29,Supply and delivery of cleaning & sanitary services items,Ministry of Main
3027,Office Stationery & Supplies,3789638,2022-10-03,Supply and delivery of office stationery & supplies items,Ministry of Return
3028,Construction & Civil Works,129396165,2023-08-14,Supply and delivery of construction & civil works items,Ministry of Effort
3029,Office Stationery & Supplies,9683663,2024-10-11,Supply and delivery of office stationery & supplies items,Ministry of Main
3030,Cleaning & Sanitary Services,6332302,2022-12-31,Supply and delivery of cleaning & sanitary services items,Ministry of Bring
3031,Motor Vehicles & Spare Parts,9265252,2024-10-26,Supply and delivery of motor vehicles & spare parts items,Ministry of Third
3032,Construction & Civil Works,55856306,2021-12-26,Supply and delivery of construction & civil works items,Ministry of Wife
3033,Consultancy Services,9275526,2025-06-14,Supply and delivery of consultancy services items,Ministry of Election
3034,Office Stationery & Supplies,8208196,2022-10-09,Supply and delivery of office stationery & supplies items,Ministry of Available
3035,Consultancy Services,3757919,2020-01-16,Supply and delivery of consultancy services items,Ministry of Alone
3036,ICT Equipment & Software,23407093,2024-02-03,Supply and delivery of ict equipment & software items,Ministry of Investment
3037,Cleaning & Sanitary Services,7242727,2025-03-14,Supply and delivery of cleaning & sanitary services items,Ministry of Many
3038,Consultancy Services,2703680,2025-03-04,Supply and delivery of consultancy services items,Ministry of Avoid
3039,ICT Equipment & Software,45110333,2024-09-11,Supply and delivery of ict equipment & software items,Ministry of Ever
3040,Motor Vehicles & Spare Parts,958811,2025-04-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Note
3041,ICT Equipment & Software,47801994,2020-09-22,Supply and delivery of ict equipment & software items,Ministry of Standard
3042,Construction & Civil Works,183825417,2023-08-22,Supply and delivery of construction & civil works items,Ministry of None
3043,Medical Supplies & Pharmaceuticals,1767108,2024-04-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Leg
3044,Medical Supplies & Pharmaceuticals,7693548,2022-11-19,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of She
3045,Construction & Civil Works,232117004,2020-05-10,Supply and delivery of construction & civil works items,Ministry of Task
3046,ICT Equipment & Software,16605466,2022-05-22,Supply and delivery of ict equipment & software items,Ministry of Test
3047,ICT Equipment & Software,10038735,2024-05-07,Supply and delivery of ict equipment & software items,Ministry of Among
3048,Construction & Civil Works,66210169,2022-03-07,Supply and delivery of construction & civil works items,Ministry of Sense
3049,Office Stationery & Supplies,4017000,2025-07-24,Supply and delivery of office stationery & supplies items,Ministry of Professional
3050,Medical Supplies & Pharmaceuticals,8273542,2023-11-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Later
3051,Consultancy Services,1364008,2024-09-21,Supply and delivery of consultancy services items,Ministry of Body
3052,Medical Supplies & Pharmaceuticals,6556942,2020-11-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Everybody
3053,Motor Vehicles & Spare Parts,7161944,2024-07-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Particularly
3054,Consultancy Services,9747720,2024-07-09,Supply and delivery of consultancy services items,Ministry of Brother
3055,ICT Equipment & Software,47762613,2024-04-30,Supply and delivery of ict equipment & software items,Ministry of Hit
3056,Construction & Civil Works,380155926,2022-06-23,Supply and delivery of construction & civil works items,Ministry of Group
3057,Motor Vehicles & Spare Parts,6234678,2020-11-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Eight
3058,Medical Supplies & Pharmaceuticals,1665976,2024-10-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Develop
3059,Office Stationery & Supplies,4076808,2021-08-02,Supply and delivery of office stationery & supplies items,Ministry of Girl
3060,Cleaning & Sanitary Services,8701462,2023-11-07,Supply and delivery of cleaning & sanitary services items,Ministry of Back
3061,ICT Equipment & Software,24537435,2022-10-01,Supply and delivery of ict equipment & software items,Ministry of Security
3062,Consultancy Services,2381696,2022-12-13,Supply and delivery of consultancy services items,Ministry of Election
3063,Office Stationery & Supplies,1233243,2024-07-16,Supply and delivery of office stationery & supplies items,Ministry of Guess
3064,Cleaning & Sanitary Services,8693188,2021-10-08,Supply and delivery of cleaning & sanitary services items,Ministry of Light
3065,Motor Vehicles & Spare Parts,4657885,2021-12-25,Supply and delivery of motor vehicles & spare parts items,Ministry of Little
3066,Consultancy Services,5262425,2024-03-12,Supply and delivery of consultancy services items,Ministry of Out
